Distance (cm),Pressure (Pa),Magnetic Field (T),Mass (g/cm²s),Mass std (g),mean,std,Ion Current (A),Ion Current Std (A),,Notes
12,0.2,0,3.97752451728724E-09,8.46657105383665E-11,0.400463080093981,0.293814821867811,0.00100115770023495,0.000734537054669529,,
12,0.2,0.05,2.45354173142969E-09,8.46657105383665E-11,0.310967418736253,0.480069573309023,0.000777418546840629,0.00120017393327256,,
12,0.2,0.1,8.37778963030049E-09,8.46657105383665E-11,0.934076756638672,0.754437001383241,0.00233519189159668,0.0018860925034581,,
12,0.2,0.15,1.29473861638429E-08,8.46657105383665E-11,1.34486992239552,0.845315574210956,0.0033621748059888,0.00211328893552739,,
12,0.2,0.2,1.76016484079237E-08,8.46657105383665E-11,1.72634749224155,0.807543114419058,0.00431586873060388,0.00201885778604764,,
12,0.2,0.25,2.14939192588019E-08,8.46657105383665E-11,2.06520972408518,0.777210343030653,0.00516302431021296,0.00194302585757663,,
12,0.3,0,3.30019883462303E-09,8.46657105383665E-11,0.431549236432714,0.317894360096397,0.00107887309108179,0.000794735900240993,,
12,0.3,0.05,2.20013255623284E-09,8.46657105383665E-11,0.352034703359328,0.476501777648716,0.000880086758398321,0.00119125444412179,,
12,0.3,0.1,7.86979536816547E-09,8.46657105383665E-11,0.999061383613278,0.73153995715551,0.00249765345903319,0.00182884989288877,,
12,0.3,0.15,1.16774005090529E-08,8.46657105383665E-11,1.39791673904219,0.814007096866945,0.00349479184760548,0.00203501774216736,,
12,0.3,0.2,1.57390027804603E-08,8.46657105383665E-11,1.71379553706259,0.742892861485246,0.00428448884265647,0.00185723215371311,,
12,0.3,0.25,2.07319278655994E-08,8.46657105383665E-11,2.03460722224555,0.708168160247125,0.00508651805561388,0.00177042040061781,,
14,0,0,2.11664275907855E-09,8.46657105383665E-11,0.393844043531294,0.336319496132824,0.000984610108828236,0.000840798740332057,,
14,0,0.05,2.11664275907855E-09,8.46657105383665E-11,0.193527921225755,0.485386246697197,0.000483819803064387,0.00121346561674299,,
14,0,0.1,7.11191966934307E-09,8.46657105383665E-11,0.815999053669266,0.809270010875836,0.00203999763417316,0.00202317502718959,,
14,0,0.15,1.04138823726733E-08,8.46657105383665E-11,1.31807083303339,0.948486172008467,0.00329517708258349,0.00237121543002117,,
14,0,0.2,1.42238393386861E-08,8.46657105383665E-11,1.7195364459908,0.844095057429243,0.00429884111497701,0.00211023764357311,,
14,0,0.25,1.64251478077554E-08,8.46657105383665E-11,2.00972968886223,0.681232120297795,0.00502432422215557,0.00170308030074449,,
14,0.025,0,3.72470329905622E-09,8.46657105383665E-11,0.440262853619276,0.34925732096528,0.00110065713404819,0.0008731433024132,,
14,0.025,0.05,2.03138909212193E-09,8.46657105383665E-11,0.297557051459708,0.51410361320836,0.000743892628649272,0.0012852590330209,,
14,0.025,0.1,7.6187380186416E-09,8.46657105383665E-11,0.980105923495301,0.821364693944045,0.00245026480873825,0.00205341173486011,,
14,0.025,0.15,1.09195248096829E-08,8.46657105383665E-11,1.39557483327335,0.890699900059607,0.00348893708318337,0.00222674975014901,,
14,0.025,0.2,1.50675566608834E-08,8.46657105383665E-11,1.85564929537093,0.840156606594979,0.00463912323842731,0.00210039151648745,,
14,0.025,0.25,1.83689314083429E-08,8.46657105383665E-11,2.22587447230554,0.764223980972352,0.00556468618076385,0.00191055995243088,,
14,0.05,0,3.72529125547447E-09,8.46657105383665E-11,0.372975840791842,0.338465729464676,0.000932439601979607,0.000846164323661693,,
14,0.05,0.05,2.79396844174275E-09,8.46657105383665E-11,0.30072635454909,0.509423265505417,0.000751815886372729,0.00127355816376354,,
14,0.05,0.1,6.94200029239566E-09,8.46657105383665E-11,0.858940187972406,0.741280534922512,0.00214735046993101,0.00185320133730628,,
14,0.05,0.15,1.05820378809135E-08,8.46657105383665E-11,1.27391497757449,0.835226180449527,0.00318478744393621,0.00208806545112381,,
14,0.05,0.2,1.39686662947821E-08,8.46657105383665E-11,1.60455488759248,0.754489022081472,0.0040113872189812,0.00188622255520368,,
14,0.05,0.25,1.7778623260795E-08,8.46657105383665E-11,1.93148365916817,0.682725813717076,0.00482870914792041,0.00170681453429269,,
14,0.075,0,3.21729699333944E-09,8.46657105383665E-11,0.391818604979004,0.346103901133902,0.000979546512447507,0.000865259752834757,,
14,0.075,0.05,1.94731133800181E-09,8.46657105383665E-11,0.317157256028794,0.524964381746191,0.000792893140071986,0.00131241095436548,,
14,0.075,0.1,7.28007517758327E-09,8.46657105383665E-11,0.921867917736453,0.744303716875237,0.00230466979434113,0.00186075929218809,,
14,0.075,0.15,1.06661156350336E-08,8.46657105383665E-11,1.30328541726655,0.807605836694777,0.00325821354316636,0.00201901459173694,,
14,0.075,0.2,1.52368880814125E-08,8.46657105383665E-11,1.74093738692262,0.783231901605364,0.00435234346730654,0.00195807975401341,,
14,0.075,0.25,1.87081822058195E-08,8.46657105383665E-11,2.07459859540092,0.721747227880629,0.0051864964885023,0.00180436806970157,,
14,0.1,0,3.04796557226269E-09,8.46657105383665E-11,0.338229978334333,0.329256434668181,0.000845574945835836,0.00082314108667045,,
14,0.1,0.05,2.11664275853097E-09,8.46657105383665E-11,0.269128548680264,0.46716677702903,0.00067282137170066,0.00116791694257257,,
14,0.1,0.1,6.85792253827555E-09,8.46657105383665E-11,0.774671883173365,0.663795570256666,0.00193667970793341,0.00165948892564166,,
14,0.1,0.15,9.98996586520591E-09,8.46657105383665E-11,1.09987578579284,0.707238233230176,0.00274968946448211,0.00176809558307544,,
14,0.1,0.2,1.38845885412095E-08,8.46657105383665E-11,1.45429906258748,0.677632253332311,0.00363574765646871,0.00169408063333078,,
14,0.1,0.25,1.68478884034814E-08,8.46657105383665E-11,1.67339977312538,0.603261245243443,0.00418349943281344,0.00150815311310861,,
14,0.2,0,3.2167090369212E-09,8.46657105383665E-11,0.339698467266547,0.301070809309999,0.000849246168166364,0.000752677023275,,
14,0.2,0.05,1.94731133800181E-09,8.46657105383665E-11,0.287797064547091,0.46641165137794,0.000719492661367729,0.00116602912844485,,
14,0.2,0.1,7.44999455453068E-09,8.46657105383665E-11,0.84499038830234,0.657358216969042,0.00211247597075585,0.00164339554242261,,
14,0.2,0.15,1.03280407503936E-08,8.46657105383665E-11,1.13831794246151,0.674013108006644,0.00284579485615377,0.00168503277001661,,
14,0.2,0.2,1.48994011526431E-08,8.46657105383665E-11,1.47721235422915,0.659128505970351,0.00369303088557289,0.00164782126492588,,
14,0.2,0.25,1.85400266975793E-08,8.46657105383665E-11,1.72578230036993,0.615339332958789,0.00431445575092481,0.00153834833239697,,
14,0.3,0,2.53938335425697E-09,8.46657105383665E-11,0.365827364807039,0.301021645539349,0.0009145684120176,0.000752554113848372,,
14,0.3,0.05,2.03197704854018E-09,8.46657105383665E-11,0.314597080613877,0.446429993830112,0.000786492701534693,0.00111607498457528,,
14,0.3,0.1,6.09534318865472E-09,8.46657105383665E-11,0.854936609948011,0.600581282903328,0.00213734152487003,0.00150145320725832,,
14,0.3,0.15,8.71880429703181E-09,8.46657105383665E-11,1.16439763188362,0.637265475684664,0.00291099407970906,0.00159316368921166,,
14,0.3,0.2,1.19361012903712E-08,8.46657105383665E-11,1.40641850776845,0.589406097108572,0.00351604626942111,0.00147351524277143,,
14,0.3,0.25,1.55767268353073E-08,8.46657105383665E-11,1.65640086196761,0.564842543656803,0.00414100215491902,0.00141210635914201,,
16,0,0,2.1160548026603E-09,8.46657105383665E-11,0.352534321925615,0.234131079844966,0.000881335804814036,0.000585327699612414,,
16,0,0.05,1.26998565533761E-09,8.46657105383665E-11,0.140545927164567,0.355552355301626,0.000351364817911418,0.000888880888254064,,
16,0,0.1,4.40202898172043E-09,8.46657105383665E-11,0.599304321415717,0.61697054871535,0.00149826080353929,0.00154242637178837,,
16,0,0.15,7.27948722116502E-09,8.46657105383665E-11,0.950947528534293,0.67413639055028,0.00237736882133574,0.0016853409763757,,
16,0,0.2,9.56487344435451E-09,8.46657105383665E-11,1.2427165389822,0.612854584904259,0.00310679134745551,0.00153213646226065,,
16,0,0.25,1.03268648375571E-08,8.46657105383665E-11,1.4221152679864,0.488836906904375,0.00355528816996601,0.00122209226726094,,
16,0.025,0,2.79338048477692E-09,8.46657105383665E-11,0.315927902939412,0.215479529051437,0.000789819757348529,0.000538698822628591,,
16,0.025,0.05,2.28538622264188E-09,8.46657105383665E-11,0.243182281683663,0.388721286136092,0.000607955704209158,0.000971803215340229,,
16,0.025,0.1,5.67025076780328E-09,8.46657105383665E-11,0.767418072645471,0.627470557605992,0.00191854518161368,0.00156867639401498,,
16,0.025,0.15,8.29429983314622E-09,8.46657105383665E-11,1.12993009039192,0.692390733727425,0.00282482522597981,0.00173097683431856,,
16,0.025,0.2,1.12564237825816E-08,8.46657105383665E-11,1.47220753255349,0.651662265592051,0.00368051883138372,0.00162915566398013,,
16,0.025,0.25,1.27798186125685E-08,8.46657105383665E-11,1.71520552858428,0.591926481216086,0.00428801382146071,0.00147981620304021,,
16,0.05,0,2.45412968730036E-09,8.46657105383665E-11,0.297501674605079,0.20430517083508,0.0007437541865127,0.000510762927087699,,
16,0.05,0.05,1.94672338213114E-09,8.46657105383665E-11,0.225793697690462,0.362153987498845,0.000564484244226155,0.000905384968747114,,
16,0.05,0.1,5.16343241850476E-09,8.46657105383665E-11,0.649640644671066,0.537582468548143,0.00162410161167766,0.00134395617137036,,
16,0.05,0.15,7.36415293115585E-09,8.46657105383665E-11,0.97089380084983,0.622245207448334,0.00242723450212457,0.00155561301862084,,
16,0.05,0.2,1.02416111706004E-08,8.46657105383665E-11,1.27556978416317,0.588077867610065,0.00318892446040792,0.00147019466902516,,
16,0.05,0.25,1.2358253929679E-08,8.46657105383665E-11,1.48415444210158,0.523910913945999,0.00371038610525395,0.001309777284865,,
16,0.075,0,2.45412968730036E-09,8.46657105383665E-11,0.308804367706459,0.201790004716293,0.00077201091926615,0.000504475011790732,,
16,0.075,0.05,1.43872911944852E-09,8.46657105383665E-11,0.239444759638072,0.350076280507841,0.000598611899095181,0.0008751907012696,,
16,0.075,0.1,5.07876670851393E-09,8.46657105383665E-11,0.683197967156569,0.541028670078697,0.00170799491789142,0.00135257167519674,,
16,0.075,0.15,7.53289639581433E-09,8.46657105383665E-11,1.01239985360928,0.610724767058371,0.00253099963402319,0.00152681191764593,,
16,0.075,0.2,1.05796860557881E-08,8.46657105383665E-11,1.35221273012398,0.604467674854172,0.00338053182530994,0.00151116918713543,,
16,0.075,0.25,1.261107514791E-08,8.46657105383665E-11,1.62243035031994,0.585880115230894,0.00405607587579984,0.00146470028807724,,
16,0.1,0,2.20130846961691E-09,8.46657105383665E-11,0.295039251789642,0.211348201312945,0.000737598129474107,0.000528370503282361,,
16,0.1,0.05,1.6086484969435E-09,8.46657105383665E-11,0.213711838882224,0.324687581674461,0.000534279597205559,0.00081171895418615,,
16,0.1,0.1,4.40144102584975E-09,8.46657105383665E-11,0.5927634094981,0.487356051497774,0.00148190852374525,0.00121839012874444,,
16,0.1,0.15,6.85615866902077E-09,8.46657105383665E-11,0.866117560497901,0.542971051728546,0.00216529390124475,0.00135742762932136,,
16,0.1,0.2,9.14154489221025E-09,8.46657105383665E-11,1.09454231939612,0.504344615105972,0.0027363557984903,0.00126086153776493,,
16,0.1,0.25,1.10882682737938E-08,8.46657105383665E-11,1.27114359846031,0.450156223066393,0.00317785899615077,0.00112539055766599,,
16,0.2,0,1.86264562801103E-09,8.46657105383665E-11,0.280011016546691,0.202429175267313,0.000700027541366727,0.000506072938168283,,
16,0.2,0.05,1.52339482998689E-09,8.46657105383665E-11,0.227712468706259,0.311183982220702,0.000569281171765647,0.000777959955551757,,
16,0.2,0.1,4.40144102530218E-09,8.46657105383665E-11,0.618642342361528,0.457719367997922,0.00154660585590382,0.00114429841999481,,
16,0.2,0.15,6.34816440743331E-09,8.46657105383665E-11,0.87782774615077,0.514036355325748,0.00219456936537692,0.00128509088831437,,
16,0.2,0.2,8.71821634061356E-09,8.46657105383665E-11,1.10334078857229,0.475218977921188,0.00275835197143071,0.00118804744480297,,
16,0.2,0.25,1.10876803179231E-08,8.46657105383665E-11,1.29047062317537,0.460711390516033,0.00322617655793841,0.00115177847629008,,
16,0.3,0,1.94672338213114E-09,8.46657105383665E-11,0.313355307628474,0.202595906525241,0.000783388269071186,0.000506489766313103,,
16,0.3,0.05,1.3546513653284E-09,8.46657105383665E-11,0.271991940941812,0.31108437827275,0.000679979852354529,0.000777710945681871,,
16,0.3,0.1,3.47070616798869E-09,8.46657105383665E-11,0.664666493771246,0.431213725260324,0.00166166623442811,0.00107803431315081,,
16,0.3,0.15,5.50150730423996E-09,8.46657105383665E-11,0.887686087462508,0.447352340027321,0.00221921521865627,0.0011183808500683,,
16,0.3,0.2,8.04030270153113E-09,8.46657105383665E-11,1.11037531637672,0.431403756366757,0.00277593829094181,0.00107850939091689,,
16,0.3,0.25,1.03256889247206E-08,8.46657105383665E-11,1.30879400796841,0.44880232817221,0.00327198501992101,0.00112200582043052,,
18,0,0,1.86146971517453E-09,8.46657105383665E-11,0.285522412737453,0.151543688948079,0.000713806031843632,0.000378859222370198,,
18,0,0.05,1.01540056785184E-09,8.46657105383665E-11,0.105710765946811,0.257743235464243,0.000264276914867026,0.000644358088660609,,
18,0,0.1,3.80760514088739E-09,8.46657105383665E-11,0.544533571425715,0.497056625013594,0.00136133392856429,0.00124264156253399,,
18,0,0.15,6.6832995105297E-09,8.46657105383665E-11,0.920452520795841,0.606212703402129,0.0023011313019896,0.00151553175850532,,
18,0,0.2,8.62884697982433E-09,8.46657105383665E-11,1.17374337409518,0.569034799325474,0.00293435843523795,0.00142258699831369,,
18,0,0.25,9.55958183713786E-09,8.46657105383665E-11,1.37637572059588,0.495623860016892,0.0034409393014897,0.00123905965004223,,
18,0.025,0,2.45295377501144E-09,8.46657105383665E-11,0.290632750469906,0.18162508777857,0.000726581876174764,0.000454062719446424,,
18,0.025,0.05,1.69213829464537E-09,8.46657105383665E-11,0.217387898870226,0.298044721469384,0.000543469747175565,0.000745111803673457,,
18,0.025,0.1,4.82182979535519E-09,8.46657105383665E-11,0.698921608788242,0.537969378091046,0.00174730402197061,0.00134492344522761,,
18,0.025,0.15,6.59804584412069E-09,8.46657105383665E-11,0.99826068655269,0.58152512030696,0.00249565171638172,0.0014538128007674,,
18,0.025,0.2,8.62825902340611E-09,8.46657105383665E-11,1.28825638043391,0.537251242213616,0.00322064095108479,0.00134312810553404,,
18,0.025,0.25,1.04897287385806E-08,8.46657105383665E-11,1.49418482559488,0.484905419959121,0.0037354620639872,0.0012122635498978,,
18,0.05,0,2.03021317983301E-09,8.46657105383665E-11,0.258670581003799,0.178095591631382,0.000646676452509498,0.000445238979078454,,
18,0.05,0.05,1.35347545303948E-09,8.46657105383665E-11,0.195017156168766,0.277502948881902,0.000487542890421916,0.000693757372204754,,
18,0.05,0.1,4.31442349018598E-09,8.46657105383665E-11,0.62023734165167,0.469063667238471,0.00155059335412917,0.00117265916809618,,
18,0.05,0.15,6.59863379999134E-09,8.46657105383665E-11,0.912752903879224,0.534767277044114,0.00228188225969806,0.00133691819261029,,
18,0.05,0.2,8.54476922570425E-09,8.46657105383665E-11,1.13416062446511,0.49488131986491,0.00283540156116276,0.00123720329966228,,
18,0.05,0.25,1.00675760992729E-08,8.46657105383665E-11,1.31282343709258,0.445261775456587,0.00328205859273145,0.00111315443864146,,
18,0.075,0,1.86088175875628E-09,8.46657105383665E-11,0.269761987262548,0.171610763960175,0.000674404968156369,0.000429026909900439,,
18,0.075,0.05,1.52280687356864E-09,8.46657105383665E-11,0.232800473055389,0.293110788904346,0.000582001182638472,0.000732776972260864,,
18,0.075,0.1,4.48375491071511E-09,8.46657105383665E-11,0.680751952809438,0.486729726994533,0.00170187988202359,0.00121682431748634,,
18,0.075,0.15,6.17530524839465E-09,8.46657105383665E-11,0.933857878364327,0.514976733053695,0.00233464469591081,0.00128744183263424,,
18,0.075,0.2,8.71292473394448E-09,8.46657105383665E-11,1.21198737577485,0.505714912835847,0.00302996843943711,0.00126428728208961,,
18,0.075,0.25,1.04897287385806E-08,8.46657105383665E-11,1.40604763222356,0.46351631576513,0.00351511908055889,0.00115879078941282,,
18,0.1,0,1.52280687411622E-09,8.46657105383665E-11,0.222441044071186,0.144367252260273,0.000556102610177964,0.000360918130650681,,
18,0.1,0.05,7.6140343678432E-10,8.46657105383665E-11,0.187162478144371,0.274536400471084,0.000467906195360928,0.000686341001177711,,
18,0.1,0.1,3.89168289445998E-09,8.46657105383665E-11,0.574516794861028,0.415040293750544,0.00143629198715257,0.00103760073437636,,
18,0.1,0.15,5.92189607374541E-09,8.46657105383665E-11,0.823921796960608,0.467587693233833,0.00205980449240152,0.00116896923308459,,
18,0.1,0.2,7.86803149945828E-09,8.46657105383665E-11,1.02451212423515,0.435241666297031,0.00256128031058788,0.00108810416574258,,
18,0.1,0.25,9.72891325766699E-09,8.46657105383665E-11,1.20862398533293,0.420774494138171,0.00302155996333234,0.00105193623534543,,
18,0.2,0,1.86146971517453E-09,8.46657105383665E-11,0.268296217166567,0.178758936523415,0.000670740542916416,0.000446897341308539,,
18,0.2,0.05,9.30146901442802E-10,8.46657105383665E-11,0.223387077214557,0.271839742111895,0.000558467693036393,0.000679599355279737,,
18,0.2,0.1,3.80642922750333E-09,8.46657105383665E-11,0.591365481983603,0.399517728726659,0.00147841370495901,0.00099879432181665,,
18,0.2,0.15,5.75256465321624E-09,8.46657105383665E-11,0.840196569336133,0.455701892712676,0.00210049142334033,0.00113925473178169,,
